inventor_id,name,country
fl:yu_ln:iwase-5,Yuji Iwase,JP
fl:ke_ln:hata-11,Kensei Hata,JP
fl:ji_ln:zhang-343,Jintao Zhang,CN
fl:do_ln:yang-133,Dongsheng Yang,CN
fl:ho_ln:luo-35,Hongbin Luo,CN
fl:yu_ln:lian-4,Yubo Lian,CN
fl:ja_ln:schwanke-1,Jason Schwanke,US
fl:sh_ln:jade-2,Shyam Jade,US
fl:kw_ln:chung-22,Kwon Chae Chung,KR
fl:sa_ln:kim-33,Sang Joon Kim,KR
fl:il_ln:park-17,Il Kwon Park,KR
fl:se_ln:park-574,Seong Ik Park,KR
fl:jo_ln:oh-128,Jonghan Oh,KR
fl:yo_ln:kim-190,Yong Seok Kim,KR
fl:jo_ln:park-685,Joonyoung Park,KR
fl:an_ln:burt-4,Andrew E. Burt,US
fl:be_ln:nefcy-2,Bernard D. Nefcy,US
fl:ch_ln:lear-2,Christopher Alan Lear,US
fl:da_ln:colvin-3,Daniel Scott Colvin,US
fl:so_ln:park-137,Song Il Park,KR
fl:do_ln:kim-87,Do Hee Kim,KR
fl:su_ln:kim-882,Sungdeok Kim,KR
fl:ye_ln:kim-84,Yeon Bok Kim,KR
fl:hi_ln:kawashima-31,Hideki Kawashima,JP
fl:ta_ln:aizawa-14,Takeo Aizawa,JP
fl:ke_ln:koshiba-1,Kenji Koshiba,JP
fl:ma_ln:yoshikawa-43,Masato Yoshikawa,JP
fl:ta_ln:tanaka-107,Takaaki Tanaka,JP
fl:no_ln:kobayashi-52,Nobufusa Kobayashi,JP
fl:er_ln:lavoie-1,Erick Michael Lavoie,US
fl:ya_ln:suzuki-46,Yasuhiro Suzuki,JP
fl:ta_ln:kubo-37,Takashi Kubo,JP
fl:ya_ln:takaso-1,Yasushi TAKASO,JP
fl:ak_ln:watanabe-30,Akihiro Watanabe,JP
fl:hi_ln:yamada-79,Hiroshi Yamada,JP
fl:ta_ln:nanami-1,Takeshi Nanami,JP
fl:by_ln:you-11,Byungyong You,KR
fl:yo_ln:oh-80,Youngchul Oh,KR
fl:hy_ln:kwon-71,Hyoung Geun Kwon,KR
fl:my_ln:heo-9,MyungSeon Heo,KR
fl:ki_ln:shin-32,Kicheol Shin,KR
fl:ma_ln:ghannam-2,Mahmoud Yousef Ghannam,US
fl:ae_ln:dudar-1,Aed M. Dudar,US
fl:fl_ln:tseng-1,Fling Tseng,US
fl:pi_ln:tulpule-1,Pinak Jayant Tulpule,US
fl:ke_ln:follen-1,Kenneth M. Follen,US
fl:an_ln:puri-5,Anant Puri,US
fl:sh_ln:chen-142,Shih-Ken Chen,US
fl:am_ln:khajepour-1,Amir Khajepour,CA
fl:wi_ln:melek-1,William Melek,CA
fl:ba_ln:litkouhi-2,Bakhtiar B. Litkouhi,US
fl:re_ln:zarringhalam-1,Reza Zarringhalam,CA
fl:ro_ln:mariet-1,Robertus Christianus Elisabeth Mariet,US
fl:br_ln:cullinane-1,Brian Douglas Cullinane,US
fl:ma_ln:clement-2,Manuel Christian Clement,US
fl:li_ln:jonsson-1,Lilli Ing-Marie Jonsson,US
fl:ph_ln:nemec-1,Philip Nemec,US
fl:ik_ln:kitagishi-1,Ikuo Kitagishi,JP
fl:jo_ln:friedrich-12,Johann Friedrich,DE
fl:ma_ln:kroiss-1,Manuel Kroiss,DE
fl:ha_ln:peer-1,Hannes Peer,DE
fl:ch_ln:winkelmann-4,Christian Winkelmann,DE
fl:st_ln:drexler-1,Stephan Drexler,DE
fl:ma_ln:keschwarirasti-1,Mahmud Keschwari Rasti,DE
fl:ma_ln:o'donnell-12,Mark M. O'Donnell,US
fl:st_ln:schumacher-7,Stephen Harold Schumacher,US
fl:th_ln:taylor-16,Thomas P. Taylor,US
fl:ry_ln:knapp-1,Ryan W. Knapp,US
fl:ri_ln:allshouse-1,Richard A. Allshouse,US
fl:ch_ln:morris-8,Charles W. Morris,US
fl:jo_ln:sanfilippo-5,Joseph Sanfilippo,US
fl:ri_ln:moeller-4,Richard Moeller,US
fl:la_ln:weiland-1,Lars-Peter Weiland,DE
fl:ja_ln:sclare-2,Jacob Sclare,US
fl:st_ln:burns-13,Stephen R. Burns,US
fl:ze_ln:yi-2,Zehua Yi,CN
fl:yo_ln:kurokawa-17,Yoshifumi Kurokawa,JP
fl:no_ln:yokota-5,Norihiko Yokota,JP
fl:to_ln:ito-44,Toru Ito,JP
fl:na_ln:tagaya-2,Naohiro Tagaya,JP
fl:mi_ln:matsuno-4,Mitsuyoshi Matsuno,JP
fl:ay_ln:shimada-1,Aya Shimada,JP
fl:ko_ln:sawamura-1,Koji Sawamura,JP
fl:ma_ln:sakamoto-10,Masatoshi Sakamoto,JP
fl:re_ln:katakura-1,Reo Katakura,JP
fl:ta_ln:ito-105,Tadao Ito,JP
fl:re_ln:lucas-1,Rex Cameron Lucas,AU
fl:ca_ln:watson-3,Carl William Watson,AU
fl:re_ln:zogg-1,Reto Zogg,CH
fl:jo_ln:strobel-4,Joseph-Léon Strobel,LI
fl:to_ln:oya-10,Toshiaki Oya,JP
fl:de_ln:skellenger-1,Dennis B. Skellenger,US
fl:as_ln:chandy-1,Ashok Chandy,US
fl:ta_ln:kim-165,Tae Hong Kim,KR
fl:ke_ln:ogawa-19,Kenji Ogawa,JP
fl:ma_ln:endo-36,Masaya Endo,JP
fl:ta_ln:toda-20,Taizo Toda,JP
fl:ma_ln:takano-36,Masaki Takano,JP
fl:hi_ln:otake-16,Hirotada Otake,JP
fl:ma_ln:katoh-24,Masayuki Katoh,JP
fl:th_ln:roeth-1,Thilo Roeth,DE
fl:da_ln:kern-12,Daniel Kern,DE
fl:he_ln:lachmund-1,Heik Lachmund,DE
fl:th_ln:buschjohann-1,Thomas Buschjohann,DE
fl:ma_ln:tatsuwaki-2,Masaaki Tatsuwaki,JP
fl:ma_ln:mitani-14,Manabu Mitani,JP
fl:ka_ln:nakano-22,Kazuya Nakano,JP
fl:ko_ln:takahashi-48,Koichi Takahashi,JP
fl:sa_ln:katsuno-1,Sachiko Katsuno,JP
fl:oh_ln:zapataabdala-1,Ohster Edga Zapata Abdala,MX
fl:re_ln:choudhury-1,Rezaul Choudhury,US
fl:le_ln:jaworski-2,Leszek Jaworski,US
fl:en_ln:chavez-1,Enrique Chavez,US
fl:yo_ln:iwano-5,Yoshihiro Iwano,JP
fl:do_ln:knutson-4,Donovan Knutson,US
fl:bi_ln:wall-2,"Billy Russell Wall, II",US
fl:pe_ln:dill-1,Peter Dill,DE
fl:an_ln:schmitt-11,Andreas Schmitt,DE
fl:lu_ln:huber-7,Ludwig Huber,DE
fl:mi_ln:o'neill-11,Michael L. O'Neill,US
fl:ju_ln:urata-1,Junichi Urata,JP
fl:yo_ln:ito-49,Yoshito Ito,JP
fl:bu_ln:sasaki-2,Bungo Sasaki,JP
fl:ko_ln:ohno-12,Kohsuke Ohno,JP
fl:da_ln:winters-3,David J. Winters,US
fl:sa_ln:takaya-1,Satoshi Takaya,JP
fl:ta_ln:furuya-4,Takashi Furuya,JP
fl:to_ln:tetsuka-3,Toshio Tetsuka,JP
fl:sh_ln:mori-53,Shintaro Mori,JP
fl:ak_ln:inoue-21,Akira Inoue,JP
fl:yu_ln:nishikawa-16,Yusuke Nishikawa,JP
fl:sa_ln:shahana-1,Satoshi Shahana,JP
fl:to_ln:yamamoto-20,Tomohisa Yamamoto,JP
fl:hi_ln:urabe-7,Hiroyuki Urabe,JP
fl:mi_ln:kamiya-12,Mitsuru Kamiya,JP
fl:yu_ln:nishimoto-7,Yusuke Nishimoto,JP
fl:in_ln:alesina-1,Inna Alesina,US
fl:he_ln:brigham-1,"Henry Day Brigham, III",US
fl:ca_ln:brigham-1,Carter Michel Brigham,US
fl:ti_ln:curtis-4,Timothy Curtis,US
fl:pe_ln:allan-1,Peter Gerard Allan,GB
fl:jo_ln:machin-1,Jonathan B. Machin,GB
fl:ja_ln:edmunds-1,James R. Edmunds,GB
fl:be_ln:kfir-2,Ben Kfir,US
fl:ja_ln:morash-1,James P. Morash,US
fl:jo_ln:pompa-5,Jonathan B. Pompa,US
fl:ro_ln:damus-1,Robert S. Damus,US
fl:ri_ln:rikoski-1,Richard J. Rikoski,US
fl:je_ln:lizzio-1,Jeffrey Dominic Lizzio,US
fl:hi_ln:ando-20,Hideyuki Ando,JP
fl:sh_ln:ueno-29,Shusaku UENO,JP
fl:eh_ln:erell-1,Ehud Erell,IL
fl:am_ln:farber-1,Amit Farber,IL
fl:ia_ln:sheard-1,Ian Sheard,US
fl:ja_ln:dufour-2,James Edward Dufour,US
fl:br_ln:newville-1,Brian Newville,US
fl:ko_ln:terada-13,Kohei Terada,US
fl:st_ln:anschuetz-1,Steven M. Anschuetz,US
fl:ma_ln:henker-2,Mark W. Henker,US
fl:br_ln:poirier-6,Brian J. Poirier,US
fl:ry_ln:abellera-1,Ryan C. Abellera,US
fl:to_ln:dannenberg-1,Todd D. Dannenberg,US
fl:ya_ln:foltice-1,Yana V. Foltice,US
fl:ma_ln:burk-1,Matt R. Burk,US
fl:br_ln:maust-1,Brian G. Maust,US
fl:jo_ln:weber-30,John E. Weber,US
fl:ni_ln:alpers-1,Nick R. Alpers,US
fl:ad_ln:biery-1,"Addney T. Biery, II",US
fl:ma_ln:imasaka-1,Masashi Imasaka,JP
fl:ka_ln:kishimoto-14,Kazuya Kishimoto,JP
fl:hi_ln:maeno-7,Hitoshi Maeno,JP
fl:an_ln:poppe-1,Andreas Poppe,DE
fl:he_ln:benthien-3,Hermann Benthien,DE
fl:pa_ln:cojocaru-1,Paula COJOCARU,IT
fl:fr_ln:triulzi-1,Francesco Triulzi,IT
fl:st_ln:mortara-1,Stefano Mortara,IT
fl:ma_ln:apostolo-2,Marco Apostolo,IT
fl:pa_ln:basso-2,Pasquale Basso,DE
fl:be_ln:tomschke-1,Bernd Tomschke,DE
fl:da_ln:pitt-8,Dale M. Pitt,US
fl:je_ln:loyet-1,Jessica Loyet,US
fl:vi_ln:lignarolo-1,Vittorio Lignarolo,IT
fl:an_ln:tendola-1,Andrea Tendola,IT
fl:mi_ln:li-201,Ming Li,CN
fl:yu_ln:sun-209,Yumin SUN,CN
fl:lu_ln:weaver-1,Luby Weaver,US
fl:se_ln:tiwari-1,Sean Tiwari,US
fl:ca_ln:necci-1,Carlo Necci,FR
fl:ja_ln:lacourie-1,Jacques Lacourie,FR
fl:wi_ln:luce-1,William E. Luce,US
fl:re_ln:beringer-1,Rémi Beringer,FR
fl:di_ln:bertin-1,Didier Bertin,FR
fl:lo_ln:delorme-1,Louis Delorme,FR
fl:ro_ln:schmidt-23,Robert Kyle Schmidt,GB
fl:wi_ln:hinks-1,William L. Hinks,US
fl:an_ln:stubbs-3,Andrew Stubbs,US
fl:ol_ln:purwin-1,Oliver Christoph Purwin,US
fl:an_ln:prager-1,Andre Prager,US
fl:tr_ln:shannon-2,Trevor Shannon,US
fl:sc_ln:savian-1,Scott Savian,US
fl:co_ln:williams-21,Corey Williams,US
fl:sh_ln:claflin-1,Shawn A. Claflin,US
fl:ja_ln:hauser-8,James Brian Hauser,US
fl:je_ln:mckee-3,Jefferey M. McKee,US
fl:ro_ln:papke-4,Robert Papke,US
fl:ca_ln:bunea-1,Catalin Bunea,US
fl:da_ln:udriste-2,Daniel I. Udriste,US
fl:ja_ln:delagarza-1,Javier Valdes De La Garza,US
fl:kr_ln:khodjasaryan-1,Krist Khodjasaryan,US
fl:le_ln:fernandes-4,Leslie Fernandes,US
fl:ch_ln:rann-1,Charlie Rann,US
fl:pe_ln:lenkey-1,Peter Lenkey,US
fl:cr_ln:prevost-1,Craig Erwin Prevost,US
fl:st_ln:evans-35,Steven Evans,US
fl:dr_ln:hartman-1,Drew Hartman,US
fl:ti_ln:haynes-1,Timothy C. Haynes,US
fl:je_ln:hamel-11,Jeffrey Anthony Hamel,US
fl:ku_ln:murrow-1,Kurt David Murrow,US
fl:ba_ln:evosevich-1,Barbara J. Evosevich,US
fl:iv_ln:jojic-1,Ivana Jojic,US
fl:no_ln:wood-4,Norman Wood,GB
fl:su_ln:patel-24,Sunil Patel,US
fl:ro_ln:bayles-1,Robert A. Bayles,US
fl:lo_ln:hoegberg-1,Lon R. Hoegberg,US
fl:ma_ln:seger-3,Mark J. Seger,US
fl:we_ln:ralph-1,Wes Ralph,US
fl:ja_ln:harvey-20,Jason F. Harvey,US
fl:ga_ln:he-9,Gang He,US
fl:ja_ln:cobb-8,James M. Cobb,US
fl:ma_ln:desjardien-1,Matthew Ray DesJardien,US
fl:cl_ln:munk-1,Clayton L. Munk,US
fl:da_ln:day-2,Dan D. Day,US
fl:st_ln:best-9,Steven A. Best,US
fl:er_ln:reid-1,Eric M. Reid,US
fl:sa_ln:apdalhaliem-1,Sahrudine Apdalhaliem,US
fl:wa_ln:ashmawi-1,Waeil M. Ashmawi,US
fl:ma_ln:haeberlein-1,Matti Haeberlein,DE
fl:dw_ln:williams-3,Dwight D. Williams,US
fl:pa_ln:kawoczka-1,Paul W. Kawoczka,US
fl:ch_ln:malcolm-2,Christian Malcolm,US
fl:ar_ln:moncayo-1,"Arthur Moncayo, Jr.",US
fl:eb_ln:oral-1,Ebru Oral,US
fl:or_ln:muratoglu-1,Orhun K. Muratoglu,US
fl:br_ln:klem-1,Brian Klem,US
fl:jo_ln:fisher-32,Joseph M. Fisher,US
fl:ja_ln:kelso-1,Jamie Kelso,US
fl:ja_ln:carmichael-5,James Carmichael,IT
fl:ma_ln:ferri-4,Marco Ferri,IT
fl:ni_ln:veneziani-1,Nicola Veneziani,IT
fl:ro_ln:thorstensenwoll-1,Robert William Thorstensen-Woll,CA
fl:vi_ln:oliver-4,Victor Oliver,US
fl:su_ln:hana-1,Susan Hana,US
fl:da_ln:hana-1,David Hana,US
fl:li_ln:sytnik-1,Liviu Sytnik,BG
fl:he_ln:slack-1,Henry William Slack,GB
fl:tr_ln:faris-1,Travis Faris,US
fl:ja_ln:wuthrich-1,Jan Wuthrich,CH
fl:an_ln:geiger-4,Andreas Geiger,CH
fl:an_ln:vanoosten-1,Andries Van Oosten,NL
fl:ma_ln:groben-3,Martin Groben,DE
fl:ar_ln:pisarevsky-1,Arie Pisarevsky,IL
fl:jo_ln:gagne-1,John Gagne,US
fl:je_ln:jacobs-18,Jeff Jacobs,US
fl:jo_ln:spadavecchia-1,John A. Spadavecchia,US
fl:da_ln:kelly-50,Daniel E. Kelly,US
fl:ja_ln:favaron-1,James Favaron,US
fl:ch_ln:nowacki-1,Chris Nowacki,US
fl:ad_ln:vagnoni-1,Adrian Vagnoni,US
fl:si_ln:bosatelli-1,Simone Bosatelli,DE
fl:do_ln:winkler-2,Dominic Winkler,DE
fl:aa_ln:bentz-1,Aaron R. Bentz,US
fl:ik_ln:ozaki-1,Ikuko Ozaki,JP
fl:ta_ln:takashiro-1,Takeo Takashiro,JP
fl:le_ln:barton-10,Lewis Barton,US
fl:wi_ln:apps-2,William P. Apps,US
fl:se_ln:sumitomo-1,Seiji Sumitomo,JP
fl:ma_ln:mazza-3,Marcus A. Mazza,US
fl:pe_ln:leiss-1,Peter J. Leiss,US
fl:br_ln:johnson-99,Bret W. Johnson,US
fl:ph_ln:knight-7,Philip Knight,GB
fl:mi_ln:houlding-1,Michael Houlding,GB
fl:ti_ln:dzurik-1,Timothy C. Dzurik,US
fl:al_ln:szekely-1,Alex S. Szekely,US
fl:sh_ln:miyazaki-42,Shinobu Miyazaki,JP
fl:ar_ln:dauendorffer-1,Arnaud Alain Jean DAUENDORFFER,JP
fl:ni_ln:buckley-2,Nick Buckley,GB
fl:ha_ln:roth-5,Hans Erik Roth,DK
fl:gr_ln:young-19,Grant A. Young,US
fl:th_ln:young-12,Thomas R. Young,US
fl:hi_ln:nose-2,Hiroshi Nose,JP
fl:ma_ln:karasawa-2,Masahiro Karasawa,JP
fl:yu_ln:aoki-15,Yuji Aoki,JP
fl:st_ln:bisio-1,Stefano Bisio,IT
fl:pa_ln:poulin-2,Patrick Poulin,CA
fl:ch_ln:brett-1,Christopher Brett,GB
fl:ma_ln:whelan-6,Matthew Whelan,GB
fl:ro_ln:stadie-1,Robert Stadie,GB
fl:la_ln:lindbo-1,Lars Sverker Ture LINDBO,GB
fl:jo_ln:lert-1,"John G. Lert, Jr.",US
fl:ca_ln:ciliberti-1,"Carlo S. Ciliberti, Jr.",US
fl:mi_ln:palestini-1,Michael I. Palestini,US
fl:pa_ln:sullivan-13,Paul Sullivan,US
fl:do_ln:forgie-1,Donald R. Forgie,US
fl:ga_ln:gandhi-3,Gautam Gandhi,US
fl:wi_ln:hart-12,"William F. Hart, JR.",US
fl:th_ln:ullmer-1,Thomas Ullmer,US
fl:er_ln:walker-11,Eric Walker,US
fl:te_ln:eernissee-1,Terry Lee Eernissee,US
fl:ca_ln:alonsoramila-1,Carlos Alonso Ramila,ES
fl:ad_ln:lopezsanchez-1,Adolfo Lopez Sanchez,ES
fl:to_ln:kageyama-6,Toshiharu Kageyama,JP
fl:to_ln:shimada-9,Toshikazu Shimada,JP
fl:ta_ln:moriwaki-7,Takakazu Moriwaki,JP
fl:ku_ln:philipp-1,Kurt Philipp,DE
fl:la_ln:godard-2,Laszlo Godard,DE
fl:ma_ln:buschmann-1,Martin Buschmann,DE
fl:st_ln:fickeisen-1,Steffen Fickeisen,DE
fl:pe_ln:berdellehilge-1,Peter Berdelle-Hilge,DE
fl:ri_ln:ellis-14,Richard Ellis,GB
fl:mi_ln:newton-17,Michael Newton,GB
fl:pi_ln:hannessen-1,Pieter Gerrit Hannessen,NL
fl:yu_ln:tamura-34,Yuki Tamura,JP
fl:ke_ln:hirata-18,Kenichi Hirata,JP
fl:ma_ln:fischer-41,Markus Fischer,DE
fl:al_ln:gnan-2,Alfons Gnan,DE
fl:ta_ln:nakamura-96,Takashi Nakamura,JP
fl:ma_ln:matsumori-4,Masashi Matsumori,JP
fl:ke_ln:prinsen-1,Kevin H.J.R. PRINSEN,NL
fl:yo_ln:washino-1,Yoshiyuki Washino,JP
fl:ke_ln:samoto-1,Kenji Samoto,JP
fl:pe_ln:zou-1,Peng Zou,JP
fl:yu_ln:kubota-32,Yuuki Kubota,JP
fl:ta_ln:kobayashi-70,Takuma Kobayashi,JP
fl:ic_ln:kubota-1,Ichitaro Kubota,JP
fl:ta_ln:nakano-48,Takahiro Nakano,JP
fl:hi_ln:kubota-47,Hideyuki Kubota,JP
fl:hi_ln:sorita-2,Hiroyuki Sorita,JP
fl:ka_ln:kubota-19,Kazuyuki Kubota,JP
fl:ju_ln:nakajima-8,Junya Nakajima,JP
fl:is_ln:kondo-1,Isao Kondo,JP
fl:ei_ln:fukasawa-2,Eiji Fukasawa,JP
fl:ta_ln:saito-68,Takashi Saito,JP
fl:hi_ln:osada-11,Hisashi Osada,JP
fl:jo_ln:rhoads-2,John L. Rhoads,US
fl:wi_ln:bigbee-1,"William T. Bigbee, Jr.",US
fl:jo_ln:brockman-4,John Brockman,US
fl:mi_ln:vaniglia-1,Milo M. Vaniglia,US
fl:re_ln:talabi-1,Reza Talabi,US
fl:jo_ln:novotny-4,John Novotny,US
fl:sc_ln:richie-1,Scott Richie,US
fl:ya_ln:harvey-1,Yannick Harvey,US
fl:tu_ln:dam-2,Tuan Quoc Dam,US
fl:ma_ln:stanton-14,Martin P Stanton,US
fl:fr_ln:liu-23,Fred Liu,TW
fl:ay_ln:nagata-4,Ayako Nagata,JP
fl:jo_ln:anderson-71,John Anderson,US
fl:to_ln:gralewski-1,Tom Gralewski,US
fl:ta_ln:shiokawa-8,Tatsuya Shiokawa,JP
fl:ma_ln:ippolito-3,Massimo Ippolito,IT
fl:da_ln:marvin-1,Daryl J. Marvin,US
fl:ja_ln:hubbard-8,James L. Hubbard,US
fl:ha_ln:terry-2,Harold Terry,US
fl:st_ln:nichols-2,Stephen R. Nichols,US
fl:ge_ln:finkbeiner-1,Gerhard Finkbeiner,DE
fl:jo_ln:fembock-1,Josef Femböck,DE
fl:do_ln:haddix-1,"Donald E Haddix, II",US
fl:ig_ln:singur-1,Igor Singur,DE
fl:lo_ln:wilhelm-1,Lothar Wilhelm,DE
fl:th_ln:schneider-12,Thomas C. Schneider,DE
fl:ma_ln:wiant-1,Matthew Wiant,US
fl:pr_ln:david-1,Preston Fitzjarrell David,US
fl:ti_ln:bethuy-2,Timothy W. Bethuy,US
fl:ma_ln:hasunuma-4,Masahiro Hasunuma,JP
fl:ma_ln:kobayashi-60,Masamichi Kobayashi,JP
fl:mi_ln:gregory-11,Michael Gregory,US
fl:ta_ln:yang-80,Tai-I Yang,TW
fl:ca_ln:diaz-8,Carlos H. Diaz,US
fl:hs_ln:chen-276,Hsin-Ping Chen,TW
fl:sh_ln:shue-6,Shau-Lin Shue,TW
fl:ke_ln:goto-4,Ken-Ichi Goto,TW
fl:be_ln:stein-8,Benedikt Stein,DE
fl:mi_ln:stumber-1,Michael Stumber,DE
fl:ch_ln:schelling-1,Christoph Schelling,DE
fl:ju_ln:amthor-1,Julia Amthor,DE
fl:fr_ln:reichenbach-2,Frank Reichenbach,DE
fl:je_ln:frey-14,Jens Frey,DE
fl:jo_ln:reinmuth-2,Jochen Reinmuth,DE
fl:wo_ln:geiger-1,Wolfram Geiger,DE
fl:vi_ln:stavila-1,Vitalie Stavila,US
fl:le_ln:klebanoff-2,Leonard E. Klebanoff,US
fl:yo_ln:seiki-1,Yoshio Seiki,JP
fl:yu_ln:tanaka-49,Yukio Tanaka,JP
fl:hy_ln:abe-1,Hyota Abe,JP
fl:ma_ln:yonemura-10,Masanao Yonemura,JP
fl:ak_ln:sawata-1,Akihiro Sawata,JP
fl:ru_ln:smit-1,Ruben SMIT,NL
fl:ge_ln:sprachmann-2,Gerald Sprachmann,NL
fl:mi_ln:laningham-1,Michael Richard Laningham,US
fl:ve_ln:bhamidi-1,Venkateswarlu Bhamidi,US
fl:su_ln:chakraborty-3,Sumit Chakraborty,US
fl:ro_ln:hembre-1,Robert Thomas Hembre,US
fl:sc_ln:barnicki-1,Scott Donald Barnicki,US
fl:wi_ln:doolittle-1,William Alan Doolittle,US
fl:mi_ln:moseley-2,Michael William Moseley,US
fl:va_ln:prusov-1,Vasyl PRUSOV,UA
fl:vi_ln:diyuk-1,Vitaliy DIYUK,UA
fl:al_ln:zaderko-1,Alexander ZADERKO,UA
fl:ya_ln:yagi-2,Yasuyuki Yagi,JP
fl:te_ln:sasaki-12,Tetsuo Sasaki,JP
fl:mi_ln:hirose-4,Michio Hirose,JP
fl:ts_ln:watanabe-12,Tsunenori Watanabe,JP
fl:hi_ln:deguchi-5,Hiroshi Deguchi,JP
fl:pe_ln:ye-19,Peide Ye,US
fl:da_ln:wei-46,Dapeng Wei,CN
fl:xi_ln:xu-281,Xianfan Xu,US
fl:da_ln:jacob-4,David Jacob,IL
fl:ta_ln:nagahara-10,Tatsuro Nagahara,JP
fl:ma_ln:hayashi-48,Masanobu Hayashi,JP
fl:je_ln:yang-137,Jeff Yang,US
fl:ul_ln:mueller-1,Ulrich Mueller,DE
fl:fa_ln:oezkirim-1,Faruk Oezkirim,DE
fl:st_ln:maurer-2,Stefan Maurer,CN
fl:an_ln:parvulescu-1,Andrei-Nicolae Parvulescu,DE
fl:ma_ln:skrzypczak-3,Mathieu Skrzypczak,US
fl:ma_ln:maurer-7,Marc Maurer,FR
fl:ch_ln:jacquemet-1,Christian Jacquemet,FR
fl:ga_ln:roy-5,Gary Roy,US
fl:da_ln:chaiko-1,David J. Chaiko,US
fl:fr_ln:baczek-1,Frank Baczek,US
fl:ca_ln:eyzaguirre-1,Carlos Eyzaguirre,US
fl:to_ln:walters-1,Tom Walters,US
fl:sa_ln:rocks-1,Sarah (Sally) Rocks,US
fl:je_ln:owens-21,Jeffery Ray Owens,US
fl:de_ln:lovingood-1,Derek D. Lovingood,US
fl:my_ln:moon-6,Myoung Woon Moon,KR
fl:ta_ln:ko-5,Tae Jun Ko,KR
fl:he_ln:lee-30,Heon Ju Lee,KR
fl:ja_ln:linnig-1,Jan Linnig,DK
fl:mi_ln:laursen-1,Michael Laursen,DK
fl:da_ln:mlambo-1,Darlington Mlambo,US
fl:we_ln:cheng-136,Weiguo Cheng,US
fl:lu_ln:wanderleybratfischpace-1,Luiz Wanderley Bratfisch Pace,BR
fl:pr_ln:duggirala-1,Prasad Y. Duggirala,US
fl:ta_ln:bera-2,Tarun Kumar Bera,IN
fl:sc_ln:noland-1,Scott Noland,US
fl:bo_ln:elliott-1,Bob Elliott,US
fl:gu_ln:chen-344,GUAN-HAO CHEN,TW
fl:ad_ln:preiss-1,Adrian A Preiss,US
fl:me_ln:kroeker-1,Merle Kroeker,CA
fl:ma_ln:hildebrand-7,Martin Hildebrand,CA
fl:li_ln:ren-32,Lijun Ren,CN
fl:yu_ln:zhang-406,Yuyuan Zhang,CN
fl:sh_ln:an-4,Shuqing An,CN
fl:li_ln:zhou-23,Lingyan Zhou,CN
fl:gu_ln:doppelbauer-1,Günther Doppelbauer,DE
fl:th_ln:stoeck-1,Thorsten Stoeck,DE
fl:ha_ln:breiner-1,Hans-Werner Breiner,DE
fl:ma_ln:ettl-1,Marina Ettl,DE
fl:wo_ln:franke-2,Wolfram Franke,NO
fl:ch_ln:borchard-1,Christopher M. Borchard,US
fl:ch_ln:borchard-2,Charles A. Borchard,US
fl:st_ln:samudio-1,Steven M. Samudio,US
fl:gr_ln:evans-7,Gregory W. Evans,US
fl:ji_ln:famuagun-1,Jide Famuagun,US
fl:ma_ln:fox-26,Matthew G. Fox,US
fl:su_ln:xiao-4,Suo Xiao,US
fl:lu_ln:ju-1,Lu-Kwang Ju,US
fl:co_ln:li-13,Cong Li,US
fl:ko_ln:sato-29,Koki Sato,JP
fl:yo_ln:tomibe-1,Yoshimasa Tomibe,JP
fl:ma_ln:inoue-18,Masuo Inoue,JP
fl:ta_ln:kanagawa-5,Takaaki Kanagawa,JP
fl:ko_ln:kamiya-2,Kosuke Kamiya,JP
fl:ri_ln:clatot-1,Richard CLATOT,FR
fl:st_ln:maugendre-1,Stephane Maugendre,FR
fl:je_ln:nemire-1,Jerald D. Nemire,US
fl:yo_ln:tian-18,Yongjiang Tian,CA
fl:ju_ln:saaksi-1,Jukka Tapani Sääksi,FI
fl:pe_ln:lammi-1,Petri Lammi,FI
fl:es_ln:lammi-1,Esa Ensio Lammi,FI
fl:ja_ln:nieminen-4,Jarno Tapio Nieminen,FI
fl:na_ln:venkataraman-1,Natesan Venkataraman,US
fl:do_ln:noni-1,"Douglas Miles Noni, Jr.",US
fl:ad_ln:ellison-2,Adam James Ellison,US
fl:jo_ln:mauro-3,John Christopher Mauro,US
fl:ja_ln:frackenpohl-1,Jason Sanger Frackenpohl,US
fl:ma_ln:dejneka-1,Matthew John Dejneka,US
fl:ke_ln:burrows-4,Keith James Burrows,US
fl:ka_ln:myli-1,Kari B. Myli,US
fl:cl_ln:goodwin-2,Clare Jane Goodwin,GB
fl:jo_ln:ridealgh-1,John Andrew Ridealgh,GB
fl:ki_ln:cheetham-1,KIERAN JAMES CHEETHAM,GB
fl:an_ln:edwards-6,Angharad Naomi Edwards,GB
fl:ja_ln:alleman-4,James E. Alleman,US
ebqdbx485j2gxbvqepadmt9gv,Morgan Barrera Abney,US
fl:ry_ln:henkensiefken-1,Ryan Allen Henkensiefken,US
fl:al_ln:guzzetta-1,Alana Grace Guzzetta,US
fl:ra_ln:turpin-2,"Raymond C. Turpin, Jr.",US
fl:te_ln:ikebe-1,Tetsunori Ikebe,JP
fl:yu_ln:matsutani-1,Yuki Matsutani,JP
